[0] MPI startup(): I_MPI_OFA_TRANSLATION_CACHE variable has been removed from the product, its value is ignored

src,dst,lat(us),bandwidth((Mbytes/sec)
16,19,1.01,12046.901836 
16,20,1.01,12049.124956 
16,21,1.02,12043.226907 
16,22,1.01,12052.405938 
16,23,1.02,12050.494367 
16,24,1.02,12045.095099 
16,25,1.02,12054.195512 
16,26,1.02,12047.724432 
16,27,1.02,12042.400901 
16,28,1.02,12039.928389 
16,29,1.02,12051.368245 
16,30,1.02,12044.603837 
16,31,1.02,12047.722015 
16,32,1.03,12045.571902 
16,33,1.02,12045.898921 
16,34,1.03,12044.588536 
16,35,1.02,12051.308585 
16,36,1.03,12041.295710 
16,37,1.02,12052.870418 
16,38,1.01,12051.361795 
16,39,1.02,12048.485090 
16,40,1.02,12048.112807 
16,41,1.02,12046.980788 
16,42,1.01,12048.684134 
16,43,1.01,12044.849463 
16,44,1.02,12055.386167 
16,45,1.01,12046.504678 
16,46,1.02,12047.791308 
16,47,1.03,12048.771974 
16,48,1.02,12047.624522 
16,49,1.02,12040.359717 
16,50,1.02,12039.518816 
16,51,1.02,12047.504471 
16,52,1.02,12049.639154 
16,53,1.02,12049.724589 
16,54,1.01,12047.683340 
16,55,1.02,12054.953761 
17,0,1.02,12032.884242 
17,1,1.02,12035.457588 
17,2,1.02,12038.204992 
17,3,1.02,12037.131939 
17,4,1.02,12030.593997 
17,5,1.02,12037.566285 
17,6,1.02,12039.717564 
17,7,1.02,12033.091612 
17,8,1.02,12044.449219 
17,9,1.02,12034.025672 
17,10,1.01,12033.899461 
17,11,1.02,12044.814028 
17,12,1.02,12046.197764 
17,13,1.02,12026.784480 
17,14,1.02,12035.419796 
17,15,1.01,12038.428635 
17,16,1.01,12035.860451 
17,18,1.01,12031.468205 
17,19,1.02,12029.556843 
17,20,1.02,12028.371284 
17,21,1.01,12043.623044 
17,22,1.01,12039.414214 
17,23,1.02,12043.635927 
17,24,1.01,12038.510694 
17,25,1.02,12032.679290 
17,26,1.02,12028.538341 
17,27,1.02,12038.337729 
17,28,1.01,12039.795616 
17,29,1.02,12028.380922 
17,30,1.02,12033.475025 
17,31,1.02,12041.492907 
17,32,1.02,12031.579097 
17,33,1.02,12025.408410 
17,34,1.02,12033.704924 
17,35,1.02,12028.459631 
17,36,1.02,12033.085182 
17,37,1.02,12026.273033 
17,38,1.02,12036.455548 
17,39,1.02,12032.987926 
17,40,1.02,12039.030423 
17,41,1.02,12030.864763 
17,42,1.02,12033.204946 
17,43,1.02,12025.983206 
17,44,1.02,12034.671238 
17,45,1.02,12027.702302 
17,46,1.01,12032.141625 
17,47,1.02,12040.923066 
17,48,1.02,12032.000184 
17,49,1.02,12040.337184 
17,50,1.02,12035.878947 
17,51,1.01,12036.203027 
17,52,1.01,12035.180183 
17,53,1.02,12036.367084 
17,54,1.02,12034.811937 
17,55,1.01,12041.250638 
18,0,1.02,12040.129564 
18,1,1.01,12039.027204 
18,2,1.02,12044.502368 
18,3,1.01,12046.462789 
18,4,1.02,12046.843832 
18,5,1.01,12039.930803 
18,6,1.02,12049.862417 
18,7,1.02,12037.178590 
18,8,1.02,12038.989390 
18,9,1.02,12041.168542 
18,10,1.02,12049.903524 
18,11,1.02,12046.088214 
18,12,1.02,12030.867977 
18,13,1.02,12032.968636 
18,14,1.01,12052.108400 
18,15,1.01,12041.130714 
18,16,1.01,12045.908587 
18,17,1.01,12048.367440 
18,19,1.01,12049.231338 
18,20,1.01,12039.855162 
18,21,1.01,12039.814124 
18,22,1.01,12045.614591 
18,23,1.02,12046.686739 
18,24,1.02,12050.030071 
18,25,1.02,12038.278198 
18,26,1.02,12035.932825 
18,27,1.01,12046.043105 
18,28,1.01,12046.333900 
18,29,1.02,12042.829186 
18,30,1.02,12046.277512 
18,31,1.02,12041.108178 
18,32,1.02,12040.705768 
18,33,1.01,12046.374983 
18,34,1.02,12043.093257 
18,35,1.02,12047.452907 
18,36,1.02,12036.193377 
18,37,1.02,12040.447435 
18,38,1.01,12045.803874 
18,39,1.02,12044.049001 
18,40,1.01,12043.165718 
18,41,1.02,12043.097283 
18,42,1.01,12042.623895 
18,43,1.01,12043.185041 
18,44,1.02,12036.042995 
18,45,1.02,12042.727748 
18,46,1.01,12042.312349 
18,47,1.02,12039.282258 
18,48,1.02,12044.266420 
18,49,1.02,12047.856573 
18,50,1.01,12043.859773 
18,51,1.01,12043.812265 
18,52,1.01,12045.360074 
18,53,1.02,12049.493272 
18,54,1.02,12042.822746 
18,55,1.01,12035.073245 
19,0,1.02,12027.311227 
19,1,1.01,12035.667460 
19,2,1.01,12036.236803 
19,3,1.01,12036.186943 
19,4,1.01,12040.355694 
19,5,1.01,12031.961610 
19,6,1.02,12019.673095 
19,7,1.01,12036.892258 
19,8,1.02,12037.962050 
19,9,1.02,12025.092938 
19,10,1.01,12027.521617 
19,11,1.01,12032.864148 
19,12,1.01,12030.455003 
19,13,1.02,12036.448310 
19,14,1.01,12037.061160 
19,15,1.01,12030.760312 
19,16,1.01,12036.498977 
19,17,1.01,12033.191281 
19,18,1.01,12028.383332 
19,20,1.01,12035.761542 
19,21,1.01,12046.048744 
19,22,1.01,12027.427663 
19,23,1.02,12028.354418 
19,24,1.02,12033.364098 
19,25,1.02,12033.832739 
19,26,1.02,12035.796120 
19,27,1.02,12035.670676 
19,28,1.01,12028.961625 
19,29,1.02,12024.549530 
19,30,1.02,12041.388271 
19,31,1.02,12040.216474 
19,32,1.02,12031.153218 
19,33,1.01,12030.467858 
19,34,1.02,12034.364123 
19,35,1.02,12038.626543 
19,36,1.03,12030.115165 
19,37,1.02,12034.758069 
19,38,1.01,12034.852138 
19,39,1.02,12030.385909 
19,40,1.02,12030.385106 
19,41,1.02,12035.679521 
19,42,1.02,12032.700186 
19,43,1.01,12033.909107 
19,44,1.02,12028.647573 
19,45,1.02,12028.376906 
19,46,1.01,12034.100435 
19,47,1.02,12040.128759 
19,48,1.02,12036.781268 
19,49,1.02,12023.842450 
19,50,1.02,12036.831937 
19,51,1.01,12035.997158 
19,52,1.02,12033.260407 
19,53,1.02,12038.853420 
19,54,1.02,12021.157750 
19,55,1.02,12035.613584 
20,0,1.02,12027.841232 
20,1,1.01,12025.508754 
20,2,1.01,12038.328879 
20,3,1.01,12034.633451 
20,4,1.01,12030.063749 
20,5,1.01,12029.748836 
20,6,1.02,12021.630254 
20,7,1.01,12030.249330 
20,8,1.01,12028.560830 
20,9,1.02,12036.231978 
20,10,1.01,12035.247724 
20,11,1.01,12030.025990 
20,12,1.01,12033.268445 
20,13,1.02,12033.054639 
20,14,1.01,12037.279935 
20,15,1.01,12038.700558 
20,16,1.01,12037.903327 
20,17,1.02,12029.142353 
20,18,1.01,12025.216556 
20,19,1.01,12028.180942 
20,21,1.01,12036.210265 
20,22,1.01,12027.719166 
20,23,1.02,12030.226835 
20,24,1.01,12034.148670 
20,25,1.02,12032.258959 
20,26,1.01,12031.117060 
20,27,1.02,12040.438583 
20,28,1.01,12030.868780 
20,29,1.01,12024.189960 
20,30,1.02,12033.139035 
20,31,1.01,12036.376735 
20,32,1.02,12035.238075 
20,33,1.01,12032.135999 
20,34,1.01,12020.952395 
20,35,1.02,12029.174483 
20,36,1.02,12041.367344 
20,37,1.01,12027.074345 
20,38,1.01,12031.506776 
20,39,1.02,12024.470069 
20,40,1.01,12031.012605 
20,41,1.02,12029.756066 
20,42,1.01,12030.001086 
20,43,1.01,12043.153641 
20,44,1.01,12031.881248 
20,45,1.02,12029.972165 
20,46,1.02,12024.966111 
20,47,1.02,12038.451965 
20,48,1.01,12033.318281 
20,49,1.01,12031.142773 
20,50,1.01,12027.237351 
20,51,1.01,12030.167385 
20,52,1.01,12035.278278 
20,53,1.02,12034.715457 
20,54,1.01,12030.145693 
20,55,1.01,12036.002787 
21,0,1.02,12034.651138 
21,1,1.01,12034.610135 
21,2,1.02,12031.180538 
21,3,1.02,12032.202702 
21,4,1.01,12029.394578 
21,5,1.01,12040.209232 
21,6,1.02,12034.502403 
21,7,1.02,12038.263717 
21,8,1.01,12037.782666 
21,9,1.02,12036.258517 
21,10,1.01,12042.682664 
21,11,1.01,12040.414440 
21,12,1.01,12027.565784 
21,13,1.02,12032.048402 
21,14,1.01,12041.161298 
21,15,1.01,12034.572349 
21,16,1.02,12024.467661 
21,17,1.01,12028.870058 
21,18,1.01,12031.574276 
21,19,1.01,12034.150277 
21,20,1.01,12052.142265 
21,22,1.01,12028.197808 
21,23,1.02,12037.199502 
21,24,1.01,12030.156137 
21,25,1.02,12037.979747 
21,26,1.01,12030.111951 
21,27,1.02,12042.623090 
21,28,1.01,12021.707270 
21,29,1.02,12032.227616 
21,30,1.02,12034.421203 
21,31,1.02,12021.694434 
21,32,1.02,12027.401967 
21,33,1.01,12038.310377 
21,34,1.02,12036.985556 
21,35,1.02,12023.685957 
21,36,1.02,12034.172787 
21,37,1.02,12041.495322 
21,38,1.01,12033.278091 
21,39,1.02,12030.692821 
21,40,1.02,12032.230830 
21,41,1.02,12042.462083 
21,42,1.02,12038.383584 
21,43,1.02,12035.197872 
21,44,1.02,12038.077888 
21,45,1.02,12033.476633 
21,46,1.02,12034.795053 
21,47,1.02,12034.168768 
21,48,1.02,12045.304501 
21,49,1.02,12033.729040 
21,50,1.01,12040.527912 
21,51,1.01,12024.259785 
21,52,1.02,12036.702450 
21,53,1.01,12026.280259 
21,54,1.01,12031.885266 
21,55,1.02,12032.891475 
22,0,1.02,12033.288540 
22,1,1.01,12038.550919 
22,2,1.01,12043.092452 
22,3,1.01,12043.184236 
22,4,1.02,12037.086898 
22,5,1.01,12043.045756 
22,6,1.01,12050.782959 
22,7,1.01,12040.376617 
22,8,1.01,12040.515840 
22,9,1.01,12046.528040 
22,10,1.02,12047.187033 
22,11,1.01,12043.388741 
22,12,1.01,12042.872661 
22,13,1.01,12035.585440 
22,14,1.01,12041.261906 
22,15,1.01,12044.582899 
22,16,1.02,12042.626310 
22,17,1.01,12047.817897 
22,18,1.01,12047.502054 
22,19,1.02,12043.218856 
22,20,1.01,12042.824356 
22,21,1.01,12040.685649 
22,23,1.02,12048.628530 
22,24,1.02,12035.236467 
22,25,1.02,12047.928285 
22,26,1.01,12038.509889 
22,27,1.01,12044.384796 
22,28,1.02,12037.184220 
22,29,1.01,12032.479970 
22,30,1.02,12032.178593 
22,31,1.01,12045.257787 
22,32,1.02,12044.352584 
22,33,1.01,12034.393065 
22,34,1.01,12038.229125 
22,35,1.02,12050.520969 
22,36,1.01,12047.587459 
22,37,1.01,12039.332144 
22,38,1.01,12039.583992 
22,39,1.02,12020.066080 
22,40,1.02,12048.101526 
22,41,1.02,12041.271564 
22,42,1.01,12030.404388 
22,43,1.01,12049.132209 
22,44,1.01,12034.758069 
22,45,1.01,12040.061968 
22,46,1.02,12048.190163 
22,47,1.02,12043.093257 
22,48,1.02,12041.806826 
22,49,1.02,12046.701240 
22,50,1.01,12040.109446 
22,51,1.02,12038.519543 
22,52,1.01,12040.833732 
22,53,1.01,12049.120120 
22,54,1.01,12048.675270 
22,55,1.02,12041.813265 
23,0,1.03,12035.102994 
23,1,1.02,12037.208350 
23,2,1.02,12046.341150 
23,3,1.02,12037.851040 
23,4,1.02,12036.858478 
23,5,1.02,12041.661133 
23,6,1.02,12030.362610 
23,7,1.02,12043.671355 
23,8,1.02,12038.534024 
23,9,1.02,12043.271190 
23,10,1.02,12042.342135 
23,11,1.02,12036.502998 
23,12,1.02,12035.634491 
23,13,1.02,12037.718314 
23,14,1.02,12036.066316 
23,15,1.02,12037.236501 
23,16,1.02,12029.649224 
23,17,1.02,12033.475829 
23,18,1.02,12043.189872 
23,19,1.02,12029.180909 
23,20,1.02,12022.805658 
23,21,1.02,12034.895554 
23,22,1.02,12042.263244 
23,24,1.02,12044.843825 
23,25,1.02,12037.476196 
23,26,1.02,12036.770813 
23,27,1.02,12035.515483 
23,28,1.02,12035.883772 
23,29,1.02,12040.675186 
23,30,1.02,12041.170152 
23,31,1.02,12035.603130 
23,32,1.03,12042.278539 
23,33,1.02,12035.191440 
23,34,1.02,12039.245246 
23,35,1.03,12031.428831 
23,36,1.02,12036.097679 
23,37,1.02,12043.589227 
23,38,1.02,12016.205516 
23,39,1.02,12040.004835 
23,40,1.02,12035.226014 
23,41,1.03,12032.847269 
23,42,1.02,12038.678836 
23,43,1.02,12040.278438 
23,44,1.02,12043.488580 
23,45,1.01,12034.111690 
23,46,1.02,12037.186633 
23,47,1.02,12034.901987 
23,48,1.02,12026.333248 
23,49,1.02,12031.718117 
23,50,1.02,12043.422557 
23,51,1.02,12034.272474 
23,52,1.02,12047.946818 
23,53,1.02,12032.658393 
23,54,1.02,12034.596468 
23,55,1.01,12028.595366 
24,0,1.03,12044.553908 
24,1,1.02,12040.689672 
24,2,1.02,12045.124092 
24,3,1.02,12037.952397 
24,4,1.02,12047.450489 
24,5,1.01,12050.412952 
24,6,1.02,12040.744398 
24,7,1.02,12043.217246 
24,8,1.01,12044.853489 
24,9,1.01,12045.265841 
24,10,1.02,12040.499745 
24,11,1.01,12044.075574 
24,12,1.02,12041.256272 
24,13,1.03,12045.729771 
24,14,1.02,12041.079204 
24,15,1.02,12044.806780 
24,16,1.01,12051.265856 
24,17,1.02,12043.871046 
24,18,1.02,12040.971356 
24,19,1.02,12046.533679 
24,20,1.01,12043.489385 
24,21,1.01,12046.026190 
24,22,1.01,12044.856711 
24,23,1.02,12053.441390 
24,25,1.02,12048.423847 
24,26,1.02,12047.571345 
24,27,1.01,12048.796150 
24,28,1.02,12033.970203 
24,29,1.01,12049.447332 
24,30,1.02,12042.732578 
24,31,1.02,12043.394377 
24,32,1.02,12044.814833 
24,33,1.02,12046.246902 
24,34,1.02,12038.935484 
24,35,1.02,12041.744041 
24,36,1.02,12023.315204 
24,37,1.02,12047.210397 
24,38,1.01,12046.061632 
24,39,1.02,12044.259172 
24,40,1.02,12036.136280 
24,41,1.02,12042.763170 
24,42,1.02,12043.482944 
24,43,1.02,12040.519059 
24,44,1.02,12050.000247 
24,45,1.01,12046.480511 
24,46,1.02,12047.805006 
24,47,1.02,12039.963795 
24,48,1.02,12045.251344 
24,49,1.02,12034.584408 
24,50,1.02,12044.154488 
24,51,1.02,12043.724498 
24,52,1.02,12051.712511 
24,53,1.02,12041.330320 
24,54,1.02,12045.248123 
24,55,1.02,12040.934334 
25,0,1.02,12034.327142 
25,1,1.02,12030.753884 
25,2,1.02,12035.494576 
25,3,1.02,12030.855121 
25,4,1.02,12024.196381 
25,5,1.02,12026.482584 
25,6,1.02,12037.875173 
25,7,1.02,12037.508371 
25,8,1.02,12031.465794 
25,9,1.02,12032.351381 
25,10,1.01,12036.252083 
25,11,1.02,12038.692513 
25,12,1.01,12026.678493 
25,13,1.02,12032.650356 
25,14,1.01,12033.428403 
25,15,1.02,12022.947684 
25,16,1.01,12040.057140 
25,17,1.02,12020.909881 
25,18,1.02,12031.234374 
25,19,1.02,12043.597279 
25,20,1.01,12032.600525 
25,21,1.02,12033.288540 
25,22,1.02,12038.597580 
25,23,1.02,12033.336769 
25,24,1.02,12036.113763 
25,26,1.02,12028.414654 
25,27,1.03,12035.824265 
25,28,1.02,12036.459569 
25,29,1.02,12042.478183 
25,30,1.02,12037.505153 
25,31,1.02,12005.507529 
25,32,1.02,12035.147217 
25,33,1.02,12034.426831 
25,34,1.02,12026.111659 
25,35,1.02,12034.732341 
25,36,1.02,12023.523850 
25,37,1.02,12037.685334 
25,38,1.02,12027.169900 
25,39,1.03,12035.745460 
25,40,1.02,12033.077948 
25,41,1.02,12037.933091 
25,42,1.02,12023.978081 
25,43,1.01,12036.667063 
25,44,1.02,12031.051173 
25,45,1.02,12037.162503 
25,46,1.02,12033.163149 
25,47,1.02,12026.368575 
25,48,1.02,12022.352318 
25,49,1.02,12026.444046 
25,50,1.01,12023.936348 
25,51,1.02,12032.549088 
25,52,1.01,12034.902791 
25,53,1.02,12035.589461 
25,54,1.02,12028.099828 
25,55,1.02,12032.045991 
26,0,1.03,12033.544155 
26,1,1.02,12043.602110 
26,2,1.02,12037.437587 
26,3,1.02,12038.983758 
26,4,1.02,12040.511012 
26,5,1.02,12028.690945 
26,6,1.02,12038.782621 
26,7,1.03,12037.064377 
26,8,1.02,12044.143215 
26,9,1.02,12044.383185 
26,10,1.01,12038.081106 
26,11,1.02,12045.404372 
26,12,1.02,12038.986976 
26,13,1.02,12043.684239 
26,14,1.02,12040.274415 
26,15,1.02,12034.732341 
26,16,1.02,12042.640801 
26,17,1.02,12043.761537 
26,18,1.02,12039.727220 
26,19,1.02,12040.605975 
26,20,1.01,12045.264231 
26,21,1.02,12034.965504 
26,22,1.02,12030.213981 
26,23,1.02,12033.341592 
26,24,1.03,12039.566289 
26,25,1.02,12045.004897 
26,27,1.02,12037.123896 
26,28,1.02,12039.085134 
26,29,1.02,12040.322699 
26,30,1.02,12045.248123 
26,31,1.02,12045.162751 
26,32,1.03,12046.411233 
26,33,1.03,12042.255999 
26,34,1.02,12041.774628 
26,35,1.03,12049.163640 
26,36,1.03,12036.696016 
26,37,1.02,12044.122278 
26,38,1.02,12040.948821 
26,39,1.03,12042.247949 
26,40,1.03,12043.710005 
26,41,1.02,12042.787322 
26,42,1.02,12044.597394 
26,43,1.02,12037.255805 
26,44,1.03,12039.612959 
26,45,1.03,12042.231849 
26,46,1.02,12043.249451 
26,47,1.02,12045.894088 
26,48,1.02,12048.178882 
26,49,1.02,12033.449303 
26,50,1.02,12046.968703 
26,51,1.02,12039.160764 
26,52,1.02,12044.500758 
26,53,1.02,12036.062295 
26,54,1.02,12040.111860 
26,55,1.02,12043.507099 
27,0,1.03,12025.676534 
27,1,1.02,12040.152096 
27,2,1.02,12035.309637 
27,3,1.02,12036.766791 
27,4,1.02,12038.681250 
27,5,1.02,12033.044190 
27,6,1.02,12033.893030 
27,7,1.03,12036.112154 
27,8,1.02,12038.019969 
27,9,1.02,12043.507099 
27,10,1.02,12031.623294 
27,11,1.02,12033.704924 
27,12,1.02,12037.091724 
27,13,1.02,12033.122959 
27,14,1.02,12030.553022 
27,15,1.03,12046.113185 
27,16,1.02,12037.365195 
27,17,1.03,12036.387190 
27,18,1.02,12043.447517 
27,19,1.02,12034.536170 
27,20,1.02,12040.741179 
27,21,1.03,12045.731382 
27,22,1.02,12036.060687 
27,23,1.02,12040.739570 
27,24,1.02,12040.477211 
27,25,1.02,12033.339984 
27,26,1.02,12039.719173 
27,28,1.03,12030.326457 
27,29,1.03,12032.997571 
27,30,1.03,12037.532502 
27,31,1.02,12048.821938 
27,32,1.03,12039.830217 
27,33,1.03,12036.059079 
27,34,1.03,12037.191459 
27,35,1.02,12030.938683 
27,36,1.03,12039.194557 
27,37,1.02,12034.713046 
27,38,1.02,12044.524917 
27,39,1.03,12036.430617 
27,40,1.02,12034.688926 
27,41,1.02,12041.235345 
27,42,1.02,12040.778200 
27,43,1.02,12027.489496 
27,44,1.02,12033.304616 
27,45,1.03,12037.904132 
27,46,1.02,12045.855425 
27,47,1.03,12042.983763 
27,48,1.02,12032.160109 
27,49,1.03,12040.483650 
27,50,1.02,12043.714836 
27,51,1.02,12043.081986 
27,52,1.02,12035.898246 
27,53,1.02,12003.641999 
27,54,1.02,12039.067433 
27,55,1.02,12035.224406 
28,0,1.03,12041.425296 
28,1,1.02,12042.608599 
28,2,1.02,12047.735712 
28,3,1.02,12054.739989 
28,4,1.02,12049.189430 
28,5,1.01,12043.808239 
28,6,1.02,12047.360252 
28,7,1.02,12047.502054 
28,8,1.01,12056.660170 
28,9,1.02,12043.331575 
28,10,1.02,12045.745881 
28,11,1.02,12042.743849 
28,12,1.02,12040.039437 
28,13,1.01,12044.645713 
28,14,1.02,12056.272857 
28,15,1.02,12047.403759 
28,16,1.02,12044.814833 
28,17,1.02,12046.714129 
28,18,1.02,12044.072353 
28,19,1.01,12049.041141 
28,20,1.02,12046.375789 
28,21,1.02,12046.477289 
28,22,1.02,12043.769589 
28,23,1.01,12034.912439 
28,24,1.02,12053.362354 
28,25,1.02,12049.058871 
28,26,1.02,12050.930484 
28,27,1.02,12045.103152 
28,29,1.02,12041.782677 
28,30,1.02,12050.762805 
28,31,1.02,12047.091160 
28,32,1.03,12042.357430 
28,33,1.02,12042.043483 
28,34,1.02,12050.419400 
28,35,1.03,12049.123344 
28,36,1.03,12046.388677 
28,37,1.02,12019.758106 
28,38,1.01,12044.595784 
28,39,1.02,12037.231675 
28,40,1.02,12040.966527 
28,41,1.01,12045.617007 
28,42,1.02,12047.328025 
28,43,1.02,12047.331248 
28,44,1.02,12048.290082 
28,45,1.02,12045.214296 
28,46,1.02,12046.815635 
28,47,1.02,12040.530326 
28,48,1.02,12038.011925 
28,49,1.02,12038.449552 
28,50,1.01,12039.558243 
28,51,1.02,12048.975057 
28,52,1.01,12048.264296 
28,53,1.02,12052.460771 
28,54,1.02,12048.019337 
28,55,1.02,12036.097679 
29,0,1.03,12032.566770 
29,1,1.02,12039.141454 
29,2,1.03,12031.109025 
29,3,1.02,12031.589544 
29,4,1.02,12039.569508 
29,5,1.02,12038.710213 
29,6,1.02,12033.249958 
29,7,1.02,12033.560231 
29,8,1.02,12037.252588 
29,9,1.02,12043.854941 
29,10,1.02,12032.348166 
29,11,1.02,12033.730648 
29,12,1.02,12028.806605 
29,13,1.02,12040.528716 
29,14,1.02,12032.632674 
29,15,1.03,12037.139983 
29,16,1.02,12048.394838 
29,17,1.03,12037.828517 
29,18,1.02,12032.909158 
29,19,1.02,12038.531611 
29,20,1.02,12037.986183 
29,21,1.02,12028.602595 
29,22,1.02,12036.815048 
29,23,1.02,12041.953327 
29,24,1.02,12034.539386 
29,25,1.02,12038.531611 
29,26,1.02,12037.218806 
29,27,1.02,12043.669745 
29,28,1.03,12048.517324 
29,30,1.02,12045.923086 
29,31,1.03,12034.759677 
29,32,1.03,12033.052227 
29,33,1.03,12037.450457 
29,34,1.02,12031.530079 
29,35,1.02,12029.664487 
29,36,1.02,12038.605625 
29,37,1.02,12039.667675 
29,38,1.02,12036.515866 
29,39,1.02,12038.943530 
29,40,1.02,12041.843853 
29,41,1.02,12036.437051 
29,42,1.02,12043.154446 
29,43,1.03,12041.346418 
29,44,1.02,12036.613983 
29,45,1.02,12040.026561 
29,46,1.02,12040.890874 
29,47,1.03,12039.107662 
29,48,1.02,12037.740032 
29,49,1.02,12039.585601 
29,50,1.02,12035.455980 
29,51,1.02,12033.947694 
29,52,1.02,12040.247054 
29,53,1.02,12034.200120 
29,54,1.03,12026.354123 
29,55,1.02,12037.220415 
30,0,1.02,12037.944353 
30,1,1.02,12040.935943 
30,2,1.02,12038.018360 
30,3,1.02,12038.628152 
30,4,1.02,12034.368947 
30,5,1.02,12041.711843 
30,6,1.02,12050.024428 
30,7,1.02,12036.782877 
30,8,1.02,12030.969216 
30,9,1.02,12044.442776 
30,10,1.01,12041.607204 
30,11,1.01,12044.304268 
30,12,1.02,12027.791442 
30,13,1.01,12040.699330 
30,14,1.01,12041.090472 
30,15,1.01,12041.129104 
30,16,1.01,12045.143422 
30,17,1.02,12044.847047 
30,18,1.01,12042.310739 
30,19,1.01,12028.258845 
30,20,1.02,12038.394847 
30,21,1.02,12051.251345 
30,22,1.01,12039.323293 
30,23,1.01,12041.950107 
30,24,1.02,12039.286281 
30,25,1.02,12040.356498 
30,26,1.02,12044.294604 
30,27,1.02,12023.918692 
30,28,1.01,12046.184070 
30,29,1.02,12044.969461 
30,31,1.02,12037.651549 
30,32,1.02,12044.383185 
30,33,1.02,12034.957464 
30,34,1.02,12033.819073 
30,35,1.02,12039.200994 
30,36,1.02,12040.296947 
30,37,1.02,12045.613785 
30,38,1.02,12040.277634 
30,39,1.02,12040.612413 
30,40,1.01,12041.311003 
30,41,1.02,12041.011597 
30,42,1.02,12036.657412 
30,43,1.02,12044.202804 
30,44,1.01,12040.353279 
30,45,1.01,12037.316935 
30,46,1.01,12047.553619 
30,47,1.02,12039.506746 
30,48,1.01,12041.207980 
30,49,1.02,12047.743769 
30,50,1.01,12038.914566 
30,51,1.01,12039.500309 
30,52,1.01,12044.251120 
30,53,1.02,12041.042181 
30,54,1.01,12034.668022 
30,55,1.01,12049.355453 
31,0,1.03,12043.986998 
31,1,1.03,12042.528095 
31,2,1.03,12038.681250 
31,3,1.02,12041.715063 
31,4,1.02,12043.098088 
31,5,1.02,12035.719728 
31,6,1.02,12044.975904 
31,7,1.02,12037.907349 
31,8,1.02,12042.581228 
31,9,1.03,12046.609403 
31,10,1.02,12042.647242 
31,11,1.02,12047.094383 
31,12,1.02,12041.945277 
31,13,1.03,12036.380756 
31,14,1.02,12040.111860 
31,15,1.02,12038.203383 
31,16,1.02,12047.977437 
31,17,1.02,12035.274258 
31,18,1.02,12042.713256 
31,19,1.02,12047.186227 
31,20,1.02,12037.067595 
31,21,1.02,12045.499413 
31,22,1.03,12042.360650 
31,23,1.02,12041.383442 
31,24,1.02,12038.732740 
31,25,1.02,12045.146643 
31,26,1.02,12043.410480 
31,27,1.02,12046.694795 
31,28,1.02,12052.472060 
31,29,1.02,12039.986326 
31,30,1.02,12042.120760 
31,32,1.03,12036.342154 
31,33,1.02,12041.768189 
31,34,1.03,12032.142428 
31,35,1.03,12045.757157 
31,36,1.04,12043.188261 
31,37,1.03,12036.235999 
31,38,1.02,12045.610564 
31,39,1.03,12038.948357 
31,40,1.03,12050.944995 
31,41,1.03,12035.026611 
31,42,1.02,12049.837430 
31,43,1.02,12044.913085 
31,44,1.02,12043.489385 
31,45,1.02,12047.555231 
31,46,1.02,12045.755546 
31,47,1.02,12044.421839 
31,48,1.02,12047.809840 
31,49,1.03,12037.048291 
31,50,1.02,12044.557129 
31,51,1.02,12035.729377 
31,52,1.02,12047.139499 
31,53,1.02,12039.849530 
31,54,1.01,12045.600898 
31,55,1.02,12040.734741 
32,0,1.04,12021.145717 
32,1,1.03,12030.146497 
32,2,1.03,12025.901318 
32,3,1.03,12028.864436 
32,4,1.03,12022.976572 
32,5,1.03,12019.570442 
32,6,1.03,11991.404049 
32,7,1.03,12018.107827 
32,8,1.02,12025.634789 
32,9,1.02,12029.177696 
32,10,1.03,12030.451789 
32,11,1.02,12028.713434 
32,12,1.02,12022.479089 
32,13,1.03,12031.759904 
32,14,1.02,12024.740560 
32,15,1.02,12027.711136 
32,16,1.03,12020.746245 
32,17,1.02,12022.257642 
32,18,1.02,12028.107859 
32,19,1.02,12027.071936 
32,20,1.02,12021.696038 
32,21,1.03,12017.626781 
32,22,1.03,12023.809546 
32,23,1.03,12015.510638 
32,24,1.02,12015.730233 
32,25,1.03,12026.906527 
32,26,1.03,12025.819432 
32,27,1.02,12031.073671 
32,28,1.02,12035.205109 
32,29,1.02,12018.226491 
32,30,1.02,12026.837473 
32,31,1.03,12018.776544 
32,33,1.03,12025.788925 
32,34,1.03,12029.572909 
32,35,1.03,12032.177789 
32,36,1.03,12026.407113 
32,37,1.03,12020.454278 
32,38,1.02,12025.077686 
32,39,1.03,12033.873736 
32,40,1.03,12023.660276 
32,41,1.03,12019.052392 
32,42,1.02,12011.216517 
32,43,1.03,12023.108171 
32,44,1.02,12019.583273 
32,45,1.03,12019.230416 
32,46,1.02,12023.356933 
32,47,1.03,12031.514008 
32,48,1.02,12026.322008 
32,49,1.03,12024.552740 
32,50,1.02,12018.864750 
32,51,1.03,12022.966942 
32,52,1.03,12023.278291 
32,53,1.03,12025.899713 
32,54,1.02,12022.097179 
32,55,1.02,12028.321490 
33,0,1.02,12035.906288 
33,1,1.02,12027.820352 
33,2,1.02,12036.157188 
33,3,1.02,12037.054726 
33,4,1.02,12030.324850 
33,5,1.02,12036.285859 
33,6,1.02,12031.655437 
33,7,1.02,12036.704059 
33,8,1.02,12036.453136 
33,9,1.02,12030.843872 
33,10,1.02,12032.280658 
