13,12,0.82,12052.822826 
13,14,0.82,12044.287835 
13,15,0.96,12016.159044 
8,0,0.96,12016.155602 
8,1,0.96,12022.979023 
8,2,0.96,12024.016476 
8,3,0.81,12035.333223 
8,4,0.81,12049.699541 
8,5,1.01,11847.543282 
8,6,0.81,12046.498296 
8,7,0.96,12006.046670 
8,9,1.01,11846.067639 
8,10,0.82,12034.994792 
8,11,0.82,12038.386870 
8,12,0.96,12015.019691 
8,13,0.96,11978.571506 
8,14,0.97,12011.062893 
8,15,0.82,12038.359228 
15,0,0.96,12005.352499 
15,1,0.96,12025.154088 
15,2,0.95,12030.162140 
15,3,0.80,12054.416255 
15,4,0.81,12041.113662 
15,5,1.00,11848.537289 
15,6,0.81,12047.799353 
15,7,0.96,12027.685185 
15,8,0.82,12054.045572 
15,9,1.00,11847.359225 
15,10,0.80,12047.930859 
15,11,0.80,12035.077671 
15,12,0.96,12025.105821 
15,13,0.96,12018.999762 
15,14,0.96,12024.192275 
3,0,0.96,12019.023870 
3,1,0.96,12016.644453 
3,2,0.96,12017.598173 
3,4,0.82,12037.374573 
3,5,1.02,11843.625773 
3,6,0.81,12047.266440 
3,7,0.95,12032.602144 
3,8,0.82,12040.926998 
3,9,1.01,11842.545652 
3,10,0.81,12053.231535 
3,11,0.81,12043.793273 
3,12,0.96,12022.045124 
3,13,0.96,12023.764851 
3,14,0.96,12017.250409 
3,15,0.81,12039.095233 
14,0,0.81,12047.124568 
14,1,0.82,12044.443474 
14,2,0.82,12045.896306 
14,3,0.96,12022.817045 
14,4,0.96,12014.551621 
14,5,0.86,11872.117632 
14,6,0.96,12022.803260 
14,7,0.82,12052.660042 
14,8,0.96,12017.215978 
14,9,0.87,11869.634785 
14,10,0.95,12013.309347 
14,11,0.95,12016.947424 
14,12,0.82,12039.209270 
14,13,0.82,12042.399726 
14,15,0.96,12017.484545 
10,0,0.96,12018.923992 
10,1,0.97,12015.412072 
10,2,0.96,12017.784114 
10,3,0.81,12045.851332 
10,4,0.82,12036.317544 
10,5,1.01,11846.405566 
10,6,0.81,12043.326416 
10,7,0.96,12021.931412 
10,8,0.81,12046.363362 
10,9,1.01,11846.275077 
10,11,0.81,12043.807106 
10,12,0.97,12013.722263 
10,13,0.96,12019.967634 
10,14,0.96,12028.716551 
10,15,0.80,12040.228788 
src,dst,lat(us),bandwidth((Mbytes/sec)
0,1,0.82,12035.461003 
0,2,0.82,12038.604553 
0,3,0.96,12010.481636 
0,4,0.97,12020.467131 
0,5,0.87,11866.427771 
0,6,0.96,12020.615265 
0,7,0.81,12041.559605 
0,8,0.96,12014.355455 
0,9,0.86,11864.155367 
0,10,0.96,12021.121707 
0,11,0.96,12010.777417 
0,12,0.82,12027.485142 
0,13,0.82,12032.343257 
0,14,0.81,12040.135469 
0,15,0.95,12017.973505 
12,0,0.81,12051.638418 
12,1,0.82,12043.367913 
12,2,0.82,12038.383415 
12,3,0.97,12010.436926 
12,4,0.96,12017.956287 
12,5,0.87,11866.028275 
12,6,0.96,12013.897760 
12,7,0.82,12045.979335 
12,8,0.97,12023.668341 
12,9,0.87,11869.218279 
12,10,0.96,12009.126733 
12,11,0.98,12026.040196 
12,13,0.82,12045.560740 
12,14,0.82,12035.081125 
12,15,0.96,12015.446493 
11,0,0.96,11998.065116 
11,1,0.96,12008.456272 
11,2,0.95,12016.296745 
11,3,0.81,12052.057437 
11,4,0.81,12047.425617 
11,5,1.01,11847.262179 
11,6,0.81,12042.863054 
11,7,0.96,12017.883974 
11,8,0.81,12041.013416 
11,9,1.02,11846.087713 
11,10,0.81,12041.566519 
11,12,0.96,12012.779480 
11,13,0.96,12022.000328 
11,14,0.96,12014.685843 
11,15,0.81,12045.463879 
2,0,0.83,12037.671680 
2,1,0.82,12043.018656 
2,3,0.96,12018.579595 
2,4,0.97,12016.372482 
2,5,0.87,11868.576782 
2,6,0.96,12015.611715 
2,7,0.81,12038.915543 
2,8,0.96,12003.864770 
2,9,0.87,11866.008133 
2,10,0.96,12023.982006 
2,11,0.96,12017.983836 
2,12,0.82,12043.779440 
2,13,0.83,12039.126334 
2,14,0.82,12044.619871 
2,15,0.95,12016.523958 
6,0,0.95,12025.867791 
6,1,0.97,12009.532484 
6,2,0.96,12025.840207 
6,3,0.80,12050.388463 
6,4,0.80,12040.695405 
6,5,1.01,11848.828495 
6,7,0.96,12018.125022 
6,8,0.82,12040.667752 
6,9,1.00,11845.244651 
6,10,0.81,12042.278714 
6,11,0.81,12045.048778 
6,12,0.96,12020.928772 
6,13,0.96,12013.849584 
6,14,0.95,12024.898968 
6,15,0.80,12037.989532 
9,0,0.86,11868.009233 
9,1,0.87,11869.654939 
9,2,0.86,11869.298891 
9,3,1.02,11846.174703 
9,4,1.02,11840.165400 
9,5,0.92,11863.712400 
9,6,1.01,11845.622676 
9,7,0.86,11868.220799 
9,8,1.02,11845.060666 
9,10,1.02,11842.856627 
9,11,1.02,11840.436139 
9,12,0.87,11867.441739 
9,13,0.86,11868.768216 
9,14,0.87,11867.727158 
9,15,1.01,11836.466543 
