[0] MPI startup(): I_MPI_OFA_TRANSLATION_CACHE variable has been removed from the product, its value is ignored

src,dst,lat(us),bandwidth((Mbytes/sec)
16,34,1.47,5727.263747 
16,35,1.46,5728.355010 
16,36,1.46,5729.263376 
16,37,1.46,5727.644331 
16,38,1.45,5727.862324 
16,39,1.45,5727.920968 
16,40,1.46,5728.160293 
16,41,1.45,5728.767802 
16,42,1.46,5729.130729 
16,43,1.45,5729.271940 
16,44,1.46,5728.505473 
16,45,1.47,5728.151004 
16,46,1.47,5728.000741 
16,47,1.47,5726.761965 
16,48,1.47,5728.172497 
16,49,1.47,5729.018129 
16,50,1.48,5727.559469 
16,51,1.47,5728.457747 
16,52,1.48,5728.803327 
16,53,1.48,5727.171068 
16,54,1.48,5726.663111 
16,55,1.48,5726.601034 
17,0,1.46,5728.234972 
17,1,1.45,5728.438073 
17,2,1.46,5728.699667 
17,3,1.45,5728.626251 
17,4,1.52,5727.081850 
17,5,1.45,5728.135158 
17,6,1.45,5728.945616 
17,7,1.45,5728.635541 
17,8,1.45,5728.275591 
17,9,1.45,5728.948531 
17,10,1.45,5727.960490 
17,11,1.45,5728.074505 
17,12,1.46,5728.165029 
17,13,1.45,5727.887821 
17,14,1.46,5728.765251 
17,15,1.46,5728.701306 
17,16,1.46,5727.991816 
17,18,1.46,5728.771081 
17,19,1.47,5727.068923 
17,20,1.47,5727.633951 
17,21,1.47,5728.310564 
17,22,1.48,5727.618471 
17,23,1.47,5716.488229 
17,24,1.48,5728.555022 
17,25,1.47,5727.715354 
17,26,1.48,5727.001193 
17,27,1.47,5727.395398 
17,28,1.47,5727.741579 
17,29,1.46,5727.716083 
17,30,1.47,5727.855039 
17,31,1.47,5727.021948 
17,32,1.53,5726.395515 
17,33,1.45,5729.002642 
17,34,1.46,5727.490088 
17,35,1.46,5727.791479 
17,36,1.46,5728.175775 
17,37,1.45,5727.055450 
17,38,1.45,5711.206916 
17,39,1.45,5729.127631 
17,40,1.46,5728.995537 
17,41,1.45,5728.163572 
17,42,1.46,5729.154598 
17,43,1.45,5729.633109 
17,44,1.46,5727.690223 
17,45,1.46,5729.872030 
17,46,1.47,5728.671247 
17,47,1.46,5727.732291 
17,48,1.47,5727.226420 
17,49,1.46,5727.872887 
17,50,1.47,5727.228423 
17,51,1.47,5727.487903 
17,52,1.47,5727.022677 
17,53,1.48,5728.128601 
17,54,1.48,5726.729741 
17,55,1.48,5726.681134 
18,0,1.47,5727.847572 
18,1,1.47,5728.781465 
18,2,1.47,5727.809144 
18,3,1.47,5729.108682 
18,4,1.53,5727.325839 
18,5,1.46,5728.767802 
18,6,1.46,5727.846844 
18,7,1.46,5728.933227 
18,8,1.46,5728.213297 
18,9,1.46,5728.207650 
18,10,1.47,5727.611005 
18,11,1.46,5728.129147 
18,12,1.47,5728.919016 
18,13,1.47,5728.832112 
18,14,1.47,5729.352662 
18,15,1.47,5729.055297 
18,16,1.48,5727.424351 
18,17,1.48,5726.553521 
18,19,1.48,5727.771446 
18,20,1.48,5728.272495 
18,21,1.48,5727.289604 
18,22,1.48,5727.263929 
18,23,1.48,5727.888186 
18,24,1.49,5728.930494 
18,25,1.49,5728.412935 
18,26,1.49,5727.707159 
18,27,1.49,5727.848300 
18,28,1.49,5727.447841 
18,29,1.48,5728.077237 
18,30,1.49,5728.400731 
18,31,1.48,5726.632528 
18,32,1.54,5726.654737 
18,33,1.47,5728.464122 
18,34,1.48,5727.545447 
18,35,1.48,5727.157047 
18,36,1.47,5709.260581 
18,37,1.47,5726.814943 
18,38,1.47,5727.951019 
18,39,1.46,5728.031521 
18,40,1.48,5728.048642 
18,41,1.46,5728.825007 
18,42,1.47,5727.905305 
18,43,1.46,5728.441352 
18,44,1.47,5728.483432 
18,45,1.47,5727.102060 
18,46,1.48,5727.265386 
18,47,1.47,5729.037442 
18,48,1.49,5726.502915 
18,49,1.47,5728.332969 
18,50,1.48,5726.664750 
18,51,1.49,5727.608820 
18,52,1.48,5727.543262 
18,53,1.48,5727.773449 
18,54,1.50,5727.442743 
18,55,1.49,5727.462045 
19,0,1.48,5727.820618 
19,1,1.47,5727.722275 
19,2,1.46,5728.922113 
19,3,1.46,5728.212751 
19,4,1.53,5726.949121 
19,5,1.46,5728.470680 
19,6,1.46,5728.155740 
19,7,1.45,5728.094905 
19,8,1.45,5615.312447 
19,9,1.45,5615.752873 
19,10,1.46,5726.788727 
19,11,1.46,5727.665820 
19,12,1.46,5727.246085 
19,13,1.47,5728.491447 
19,14,1.47,5728.251730 
19,15,1.47,5727.727920 
19,16,1.47,5727.728649 
19,17,1.47,5727.774178 
19,18,1.47,5727.282502 
19,20,1.48,5727.152678 
19,21,1.47,5727.606816 
19,22,1.48,5726.331259 
19,23,1.49,5727.611733 
19,24,1.49,5726.798011 
19,25,1.47,5727.611733 
19,26,1.49,5727.369359 
19,27,1.48,5726.273557 
19,28,1.48,5726.670393 
19,29,1.47,5727.838466 
19,30,1.47,5727.792207 
19,31,1.47,5727.769989 
19,32,1.54,5725.522086 
19,33,1.47,5727.146487 
19,34,1.46,5725.745014 
19,35,1.47,5727.726463 
19,36,1.46,5728.502194 
19,37,1.46,5727.377917 
19,38,1.46,5727.755055 
19,39,1.47,5728.484160 
19,40,1.46,5727.823350 
19,41,1.45,5728.618235 
19,42,1.47,5729.033251 
19,43,1.45,5728.846505 
19,44,1.46,5728.333880 
19,45,1.47,5727.479891 
19,46,1.46,5727.850486 
19,47,1.46,5728.195629 
19,48,1.48,5727.979432 
19,49,1.47,5728.607669 
19,50,1.47,5727.953933 
19,51,1.48,5727.275219 
19,52,1.48,5727.832638 
19,53,1.48,5727.668733 
19,54,1.48,5727.017397 
19,55,1.48,5727.559105 
20,0,1.47,5727.245357 
20,1,1.46,5728.441352 
20,2,1.47,5728.380876 
20,3,1.47,5728.248269 
20,4,1.55,5727.082943 
20,5,1.46,5726.691693 
20,6,1.47,5727.696414 
20,7,1.47,5727.152678 
20,8,1.46,5727.252458 
20,9,1.45,5726.892682 
20,10,1.47,5727.345141 
20,11,1.46,5729.063132 
20,12,1.47,5727.198380 
20,13,1.47,5727.801313 
20,14,1.47,5726.366208 
20,15,1.47,5725.287167 
20,16,1.48,5727.165605 
20,17,1.48,5728.410932 
20,18,1.48,5726.960410 
20,19,1.47,5727.709527 
20,21,1.49,5728.230965 
20,22,1.49,5726.515657 
20,23,1.48,5727.755784 
20,24,1.49,5728.045728 
20,25,1.48,5727.652890 
20,26,1.49,5727.787654 
20,27,1.49,5726.285025 
20,28,1.48,5728.146268 
20,29,1.47,5727.829178 
20,30,1.49,5727.657989 
20,31,1.48,5727.930257 
20,32,1.55,5725.396163 
20,33,1.47,5726.686778 
20,34,1.48,5727.501196 
20,35,1.47,5728.134975 
20,36,1.47,5726.844800 
20,37,1.46,5727.867606 
20,38,1.46,5727.388661 
20,39,1.46,5727.822075 
20,40,1.47,5727.619564 
20,41,1.46,5728.280327 
20,42,1.47,5728.715881 
20,43,1.46,5727.869791 
20,44,1.47,5727.147215 
20,45,1.47,5727.239712 
20,46,1.47,5728.566863 
20,47,1.47,5727.844840 
20,48,1.49,5727.802770 
20,49,1.48,5727.827721 
20,50,1.49,5726.457952 
20,51,1.48,5724.325854 
20,52,1.49,5727.931714 
20,53,1.48,5727.180536 
20,54,1.49,5726.507283 
20,55,1.49,5727.105702 
21,0,1.47,5726.688416 
21,1,1.47,5727.240076 
21,2,1.47,5727.820982 
21,3,1.47,5727.569303 
21,4,1.54,5725.024793 
21,5,1.46,5727.148854 
21,6,1.46,5727.390299 
21,7,1.47,5727.056906 
21,8,1.46,5727.366263 
21,9,1.46,5727.398858 
21,10,1.47,5727.692590 
21,11,1.47,5727.345505 
21,12,1.48,5726.420635 
21,13,1.47,5726.007453 
21,14,1.48,5727.009204 
21,15,1.48,5727.141753 
21,16,1.48,5726.382227 
21,17,1.47,5726.058779 
21,18,1.49,5725.813078 
21,19,1.48,5726.399155 
21,20,1.48,5726.549698 
21,22,1.49,5725.735368 
21,23,1.48,5725.728999 
21,24,1.49,5726.392238 
21,25,1.48,5726.188554 
21,26,1.49,5726.549698 
21,27,1.49,5726.286117 
21,28,1.48,5726.396425 
21,29,1.48,5727.165969 
21,30,1.48,5725.725359 
21,31,1.48,5726.474153 
21,32,1.55,5724.913628 
21,33,1.55,5724.508486 
21,34,1.47,5725.943388 
21,35,1.47,5725.944662 
21,36,1.47,5727.329117 
21,37,1.47,5727.428175 
21,38,1.47,5727.924247 
21,39,1.47,5727.557830 
21,40,1.47,5727.758880 
21,41,1.46,5726.209668 
21,42,1.47,5726.449942 
21,43,1.47,5727.579136 
21,44,1.47,5728.165211 
21,45,1.47,5727.215859 
21,46,1.47,5726.933646 
21,47,1.48,5727.085309 
21,48,1.48,5725.985977 
21,49,1.48,5726.795463 
21,50,1.49,5725.427825 
21,51,1.48,5726.797647 
21,52,1.49,5725.980335 
21,53,1.48,5726.514747 
21,54,1.50,5726.334535 
21,55,1.49,5726.198383 
22,0,1.48,5727.182721 
22,1,1.47,5727.953205 
22,2,1.48,5728.715334 
22,3,1.47,5726.967510 
22,4,1.54,5726.955494 
22,5,1.46,5728.730273 
22,6,1.47,5728.593278 
22,7,1.46,5727.938817 
22,8,1.46,5727.650887 
22,9,1.46,5728.567045 
22,10,1.47,5728.403645 
22,11,1.47,5729.072606 
22,12,1.47,5727.643784 
22,13,1.47,5727.737936 
22,14,1.48,5727.206209 
22,15,1.48,5727.743036 
22,16,1.48,5727.985260 
22,17,1.48,5728.512031 
22,18,1.48,5727.466415 
22,19,1.48,5727.790568 
22,20,1.49,5727.318920 
22,21,1.49,5727.626848 
22,23,1.49,5727.659446 
22,24,1.49,5728.322404 
22,25,1.49,5727.008293 
22,26,1.50,5726.899236 
22,27,1.49,5727.051626 
22,28,1.48,5727.203478 
22,29,1.48,5728.557026 
22,30,1.49,5727.585328 
22,31,1.48,5727.881811 
22,32,1.54,5725.982337 
22,33,1.55,5726.320701 
22,34,1.48,5727.412879 
22,35,1.47,5726.882668 
22,36,1.47,5729.311481 
22,37,1.47,5723.210489 
22,38,1.47,5727.484079 
22,39,1.46,5728.265391 
22,40,1.47,5728.283242 
22,41,1.46,5728.479970 
22,42,1.47,5727.706613 
22,43,1.46,5727.908219 
22,44,1.48,5727.580411 
22,45,1.48,5727.873980 
22,46,1.47,5727.612462 
22,47,1.48,5728.037168 
22,48,1.49,5727.192735 
22,49,1.47,5727.407234 
22,50,1.49,5727.928253 
22,51,1.49,5727.563293 
22,52,1.49,5727.328935 
22,53,1.49,5727.372454 
22,54,1.50,5727.399404 
22,55,1.49,5727.882722 
23,0,1.47,5727.143392 
23,1,1.46,5728.433155 
23,2,1.47,5727.405413 
23,3,1.46,5729.090644 
23,4,1.53,5726.504189 
23,5,1.46,5727.667094 
23,6,1.46,5727.382651 
23,7,1.46,5728.847598 
23,8,1.46,5728.399091 
23,9,1.45,5728.549557 
23,10,1.46,5728.478877 
23,11,1.46,5728.321493 
23,12,1.47,5727.129736 
23,13,1.46,5728.048460 
23,14,1.47,5727.895106 
23,15,1.46,5728.357742 
23,16,1.47,5727.276493 
23,17,1.47,5727.926432 
23,18,1.49,5727.576587 
23,19,1.47,5727.453304 
23,20,1.48,5727.430360 
23,21,1.48,5726.522757 
23,22,1.49,5727.711894 
23,24,1.48,5727.217316 
23,25,1.48,5728.191804 
23,26,1.49,5726.539140 
23,27,1.48,5726.085353 
23,28,1.48,5727.505385 
23,29,1.48,5727.473153 
23,30,1.48,5727.481894 
23,31,1.48,5726.082440 
23,32,1.54,5724.945649 
23,33,1.53,5724.307846 
23,34,1.48,5727.654347 
23,35,1.47,5727.661995 
23,36,1.47,5727.791843 
23,37,1.46,5727.749046 
23,38,1.46,5721.739882 
23,39,1.46,5727.903666 
23,40,1.47,5727.888732 
23,41,1.46,5728.122408 
23,42,1.47,5727.229334 
23,43,1.46,5728.764887 
23,44,1.47,5727.094231 
23,45,1.47,5727.445292 
23,46,1.47,5727.622842 
23,47,1.47,5728.121861 
23,48,1.48,5727.642145 
23,49,1.47,5727.596436 
23,50,1.48,5727.333487 
23,51,1.48,5726.356561 
23,52,1.49,5728.717702 
23,53,1.48,5727.050534 
23,54,1.49,5726.652371 
23,55,1.48,5728.007844 
24,0,1.48,5726.667481 
24,1,1.47,5726.863734 
24,2,1.47,5727.454761 
24,3,1.47,5728.254280 
24,4,1.55,5725.925552 
24,5,1.47,5729.052929 
24,6,1.47,5726.675855 
24,7,1.46,5727.117537 
24,8,1.46,5727.915504 
24,9,1.46,5727.696232 
24,10,1.47,5727.361893 
24,11,1.47,5727.366263 
24,12,1.47,5727.070562 
24,13,1.47,5726.804747 
24,14,1.48,5725.705340 
24,15,1.47,5728.694019 
24,16,1.48,5727.296705 
24,17,1.48,5726.832056 
24,18,1.49,5727.480255 
24,19,1.48,5727.054903 
24,20,1.49,5727.580775 
24,21,1.49,5727.632858 
24,22,1.50,5726.435926 
24,23,1.49,5727.211125 
24,25,1.49,5716.621924 
24,26,1.49,5726.498546 
24,27,1.49,5726.672942 
24,28,1.49,5727.288693 
24,29,1.48,5727.591702 
24,30,1.49,5727.585146 
24,31,1.49,5726.470148 
24,32,1.55,5724.840309 
24,33,1.54,5726.823317 
24,34,1.48,5727.186726 
24,35,1.48,5727.592794 
24,36,1.47,5727.231519 
24,37,1.47,5727.297069 
24,38,1.47,5727.956301 
24,39,1.47,5726.616144 
24,40,1.48,5728.184336 
24,41,1.47,5728.178143 
24,42,1.47,5729.153504 
24,43,1.46,5727.792025 
24,44,1.47,5727.720271 
24,45,1.47,5727.816065 
24,46,1.48,5727.337857 
24,47,1.48,5728.031339 
24,48,1.49,5726.604493 
24,49,1.48,5727.964315 
24,50,1.49,5727.609912 
24,51,1.49,5726.593206 
24,52,1.49,5727.030506 
24,53,1.49,5727.562201 
24,54,1.50,5725.948484 
24,55,1.49,5727.002831 
25,0,1.48,5727.304353 
25,1,1.47,5728.114394 
25,2,1.47,5727.729013 
25,3,1.47,5727.891100 
25,4,1.54,5727.401225 
25,5,1.46,5727.738847 
25,6,1.46,5728.339891 
25,7,1.46,5727.818250 
25,8,1.46,5727.426718 
25,9,1.45,5727.705338 
25,10,1.47,5727.895106 
25,11,1.46,5728.029882 
25,12,1.47,5726.557526 
25,13,1.46,5727.042158 
25,14,1.47,5727.793118 
25,15,1.46,5728.721710 
25,16,1.48,5727.719179 
25,17,1.47,5727.662360 
25,18,1.49,5727.216952 
25,19,1.47,5728.583987 
25,20,1.48,5727.966500 
25,21,1.48,5727.183449 
25,22,1.49,5727.629580 
25,23,1.48,5727.593158 
25,24,1.49,5728.047003 
25,26,1.49,5726.881576 
25,27,1.48,5727.827356 
25,28,1.48,5726.927820 
25,29,1.48,5728.224772 
25,30,1.49,5727.694775 
25,31,1.48,5727.940274 
25,32,1.54,5725.501523 
25,33,1.54,5726.861185 
25,34,1.47,5728.179600 
25,35,1.47,5726.974429 
25,36,1.47,5728.302368 
25,37,1.46,5728.520957 
25,38,1.46,5727.616468 
25,39,1.46,5727.185270 
25,40,1.47,5728.064488 
25,41,1.46,5728.123865 
25,42,1.47,5728.106744 
25,43,1.46,5728.011305 
25,44,1.47,5727.950837 
25,45,1.47,5727.897292 
25,46,1.47,5727.618653 
25,47,1.47,5728.811708 
25,48,1.48,5728.699485 
25,49,1.48,5728.079423 
25,50,1.48,5727.375368 
25,51,1.49,5727.613554 
25,52,1.49,5727.287965 
25,53,1.48,5727.570942 
25,54,1.50,5726.829143 
25,55,1.49,5727.786197 
26,0,1.48,5726.632164 
26,1,1.47,5727.428175 
26,2,1.47,5727.881629 
26,3,1.47,5727.139022 
26,4,1.54,5726.329257 
26,5,1.47,5726.599396 
26,6,1.47,5727.102607 
26,7,1.46,5727.215859 
26,8,1.47,5727.490452 
26,9,1.46,5727.552367 
26,10,1.47,5727.587331 
26,11,1.47,5727.050534 
26,12,1.48,5726.196381 
26,13,1.47,5727.346233 
26,14,1.48,5725.201283 
26,15,1.47,5727.315642 
26,16,1.48,5726.551337 
26,17,1.47,5726.633620 
26,18,1.49,5726.899418 
26,19,1.48,5727.912226 
26,20,1.49,5726.506919 
26,21,1.49,5727.471150 
26,22,1.50,5727.242444 
26,23,1.49,5727.917690 
26,24,1.49,5726.877207 
26,25,1.49,5727.343320 
26,27,1.49,5727.123363 
26,28,1.48,5727.210033 
26,29,1.48,5727.265750 
26,30,1.50,5727.731927 
26,31,1.48,5727.289422 
26,32,1.54,5725.632911 
26,33,1.54,5724.896708 
26,34,1.48,5725.957584 
26,35,1.47,5726.457042 
26,36,1.47,5727.678385 
26,37,1.46,5726.970059 
26,38,1.47,5726.765060 
26,39,1.46,5726.352920 
26,40,1.48,5727.775270 
26,41,1.46,5727.384108 
26,42,1.48,5727.686763 
26,43,1.47,5728.165393 
26,44,1.48,5726.365298 
26,45,1.48,5728.244444 
26,46,1.47,5727.608820 
26,47,1.48,5726.926728 
26,48,1.49,5726.976613 
26,49,1.48,5727.049805 
26,50,1.49,5726.783265 
26,51,1.50,5726.004177 
26,52,1.50,5725.929192 
26,53,1.49,5726.860093 
26,54,1.50,5726.453401 
26,55,1.49,5726.399884 
27,0,1.47,5728.579251 
27,1,1.47,5728.751952 
27,2,1.47,5727.756330 
27,3,1.47,5728.009119 
27,4,1.54,5726.772706 
27,5,1.46,5728.665964 
27,6,1.46,5728.949077 
27,7,1.46,5726.221135 
27,8,1.46,5729.392932 
27,9,1.45,5729.070420 
27,10,1.46,5727.995641 
27,11,1.46,5727.953023 
27,12,1.47,5726.902331 
27,13,1.46,5728.023325 
27,14,1.47,5728.744300 
27,15,1.46,5727.013027 
27,16,1.48,5728.886040 
27,17,1.47,5728.739199 
27,18,1.48,5728.056110 
27,19,1.48,5728.135886 
27,20,1.48,5726.905244 
27,21,1.48,5727.856496 
27,22,1.49,5727.432545 
27,23,1.48,5727.416157 
27,24,1.49,5728.258652 
27,25,1.48,5727.159414 
27,26,1.49,5728.268488 
27,28,1.48,5728.179600 
27,29,1.48,5727.738847 
27,30,1.49,5727.875073 
27,31,1.48,5728.170857 
27,32,1.54,5726.410805 
27,33,1.54,5727.040702 
27,34,1.48,5727.721000 
27,35,1.47,5727.495187 
27,36,1.46,5727.206027 
27,37,1.46,5728.129693 
27,38,1.46,5728.479424 
27,39,1.46,5728.441170 
27,40,1.47,5727.217316 
27,41,1.46,5728.438256 
27,42,1.47,5728.403281 
27,43,1.46,5729.047099 
27,44,1.47,5727.952294 
27,45,1.47,5728.536624 
27,46,1.47,5728.124593 
27,47,1.48,5727.047620 
27,48,1.48,5727.883086 
27,49,1.47,5727.026136 
27,50,1.49,5726.634348 
27,51,1.48,5727.793118 
27,52,1.49,5726.853175 
27,53,1.49,5726.942385 
27,54,1.49,5727.044343 
27,55,1.49,5727.661995 
28,0,1.47,5727.282866 
28,1,1.46,5727.674015 
28,2,1.46,5727.834277 
28,3,1.47,5728.803692 
28,4,1.53,5726.899054 
28,5,1.46,5728.001834 
28,6,1.46,5725.772312 
28,7,1.46,5728.825918 
28,8,1.45,5727.249363 
28,9,1.45,5727.559287 
28,10,1.46,5726.702070 
28,11,1.46,5725.889152 
28,12,1.46,5727.550910 
28,13,1.46,5727.370269 
28,14,1.47,5726.597939 
28,15,1.47,5728.334062 
28,16,1.48,5726.454857 
28,17,1.46,5727.610276 
28,18,1.48,5723.093212 
28,19,1.47,5726.832420 
28,20,1.48,5726.595755 
28,21,1.48,5727.160143 
28,22,1.48,5726.113382 
28,23,1.48,5727.297798 
28,24,1.48,5727.621203 
28,25,1.48,5726.463231 
28,26,1.48,5727.345505 
28,27,1.48,5727.018125 
28,29,1.47,5727.590609 
28,30,1.48,5727.601171 
28,31,1.48,5726.751952 
28,32,1.54,5724.445546 
28,33,1.53,5726.362021 
28,34,1.47,5726.600852 
28,35,1.47,5727.879079 
28,36,1.46,5722.101010 
28,37,1.46,5728.370493 
28,38,1.46,5728.120586 
28,39,1.46,5727.188547 
28,40,1.47,5727.939909 
28,41,1.46,5727.384837 
28,42,1.46,5727.644877 
28,43,1.45,5727.903484 
28,44,1.47,5726.102098 
28,45,1.47,5726.932189 
28,46,1.47,5727.643784 
28,47,1.47,5727.463502 
28,48,1.48,5727.307630 
28,49,1.47,5727.078573 
28,50,1.48,5727.043251 
28,51,1.48,5727.153224 
28,52,1.48,5727.297798 
28,53,1.48,5726.641266 
28,54,1.49,5723.871872 
28,55,1.48,5727.216952 
29,0,1.46,5726.921266 
29,1,1.46,5728.040082 
29,2,1.47,5727.924611 
29,3,1.47,5728.764340 
29,4,1.53,5727.307994 
29,5,1.46,5727.244629 
29,6,1.46,5728.386523 
29,7,1.46,5727.291607 
29,8,1.46,5727.998555 
29,9,1.45,5728.265209 
29,10,1.46,5727.914412 
29,11,1.46,5727.762158 
29,12,1.47,5727.769807 
29,13,1.46,5727.835006 
29,14,1.47,5727.793482 
29,15,1.46,5727.322562 
29,16,1.48,5726.870288 
29,17,1.47,5727.982528 
29,18,1.48,5726.936923 
29,19,1.47,5727.449298 
29,20,1.48,5728.385065 
29,21,1.48,5726.254991 
29,22,1.49,5727.400861 
29,23,1.48,5728.228051 
29,24,1.49,5727.383744 
29,25,1.48,5727.701332 
29,26,1.48,5726.847349 
29,27,1.48,5727.874708 
29,28,1.47,5726.263728 
29,30,1.48,5728.000012 
29,31,1.48,5726.507283 
29,32,1.54,5726.838610 
29,33,1.53,5726.079892 
29,34,1.47,5728.016404 
29,35,1.47,5727.514854 
29,36,1.46,5728.440806 
29,37,1.46,5727.468965 
29,38,1.46,5727.679114 
29,39,1.46,5727.257010 
29,40,1.47,5727.617561 
29,41,1.46,5728.875473 
29,42,1.46,5728.548282 
29,43,1.46,5728.893691 
29,44,1.47,5726.647455 
29,45,1.47,5728.634631 
29,46,1.47,5726.724644 
29,47,1.47,5728.649569 
29,48,1.49,5727.100786 
29,49,1.47,5726.623061 
29,50,1.49,5726.735203 
29,51,1.49,5727.165605 
29,52,1.48,5726.280110 
29,53,1.48,5726.687142 
29,54,1.49,5727.822621 
29,55,1.48,5727.061458 
30,0,1.47,5727.247906 
30,1,1.47,5728.185065 
30,2,1.48,5727.696597 
30,3,1.48,5728.550833 
30,4,1.53,5726.801106 
30,5,1.47,5727.808780 
30,6,1.47,5727.630308 
30,7,1.46,5728.221494 
30,8,1.46,5728.143536 
30,9,1.46,5728.351913 
30,10,1.46,5728.225501 
30,11,1.46,5728.695112 
30,12,1.48,5726.993364 
30,13,1.47,5728.094723 
30,14,1.47,5728.260473 
30,15,1.47,5728.122408 
30,16,1.48,5727.641599 
30,17,1.47,5728.455743 
30,18,1.48,5727.122999 
30,19,1.48,5726.056595 
30,20,1.49,5727.648519 
30,21,1.48,5727.887821 
30,22,1.49,5726.256083 
30,23,1.48,5727.096780 
30,24,1.49,5727.216224 
30,25,1.48,5726.828051 
30,26,1.49,5727.937360 
30,27,1.49,5726.385321 
30,28,1.48,5727.089497 
30,29,1.48,5728.396723 
30,31,1.48,5727.328388 
30,32,1.55,5725.947028 
30,33,1.54,5725.478595 
30,34,1.47,5727.807687 
30,35,1.47,5727.395398 
30,36,1.46,5728.202915 
30,37,1.46,5728.564313 
30,38,1.47,5727.813515 
30,39,1.46,5727.725735 
30,40,1.47,5726.475973 
30,41,1.46,5727.574219 
30,42,1.47,5727.841926 
30,43,1.46,5727.844840 
30,44,1.47,5727.505385 
30,45,1.47,5726.612139 
30,46,1.47,5727.964679 
30,47,1.47,5727.697325 
30,48,1.49,5727.068741 
30,49,1.47,5727.444200 
30,50,1.48,5726.579371 
30,51,1.49,5727.676928 
30,52,1.48,5727.906034 
30,53,1.48,5728.051010 
30,54,1.50,5727.498101 
30,55,1.49,5727.719543 
31,0,1.47,5726.830600 
31,1,1.46,5727.847390 
31,2,1.47,5728.678717 
31,3,1.46,5728.616413 
31,4,1.53,5727.032691 
31,5,1.46,5728.885311 
31,6,1.46,5727.432545 
31,7,1.45,5728.899521 
31,8,1.45,5728.683818 
31,9,1.45,5729.130547 
31,10,1.46,5728.647747 
31,11,1.46,5728.549740 
31,12,1.46,5727.757423 
31,13,1.46,5729.176827 
31,14,1.47,5727.682028 
31,15,1.47,5727.891464 
31,16,1.47,5727.647791 
31,17,1.47,5728.529701 
31,18,1.48,5728.078330 
31,19,1.47,5727.212218 
31,20,1.48,5727.443107 
31,21,1.47,5727.287236 
31,22,1.48,5727.557830 
31,23,1.47,5727.766893 
31,24,1.48,5728.339891 
31,25,1.47,5727.117537 
31,26,1.48,5726.871745 
31,27,1.48,5723.392504 
31,28,1.47,5726.913619 
31,29,1.47,5727.078573 
31,30,1.48,5728.468130 
31,32,1.54,5725.971416 
31,33,1.53,5726.127943 
31,34,1.47,5726.893592 
31,35,1.47,5727.399768 
31,36,1.46,5728.140986 
31,37,1.45,5727.539256 
31,38,1.46,5728.070316 
31,39,1.45,5728.292167 
31,40,1.47,5727.900934 
31,41,1.46,5728.055381 
31,42,1.46,5727.558923 
31,43,1.45,5730.096390 
31,44,1.47,5728.237887 
31,45,1.47,5728.649933 
31,46,1.46,5726.663111 
31,47,1.46,5728.304189 
31,48,1.48,5727.192553 
31,49,1.47,5727.643420 
31,50,1.48,5727.139022 
31,51,1.48,5726.959135 
31,52,1.48,5728.076145 
31,53,1.48,5727.843747 
31,54,1.49,5727.475520 
31,55,1.48,5727.634315 
32,0,1.54,5726.542235 
32,1,1.53,5727.250819 
32,2,1.53,5726.551701 
32,3,1.53,5726.460682 
32,4,1.59,5715.939544 
32,5,1.52,5726.570997 
32,6,1.52,5726.495269 
32,7,1.52,5727.471150 
32,8,1.52,5726.904152 
32,9,1.51,5727.562929 
32,10,1.53,5727.808780 
32,11,1.52,5727.141207 
32,12,1.53,5726.678767 
32,13,1.52,5727.166698 
32,14,1.53,5726.448304 
32,15,1.53,5726.581556 
32,16,1.54,5727.066192 
32,17,1.53,5727.351332 
32,18,1.54,5727.254097 
32,19,1.53,5725.665668 
32,20,1.54,5727.084763 
32,21,1.54,5727.046164 
32,22,1.54,5725.872044 
32,23,1.54,5726.110834 
32,24,1.54,5725.932832 
32,25,1.54,5727.257010 
32,26,1.54,5725.336660 
32,27,1.54,5727.117537 
32,28,1.54,5726.494541 
32,29,1.54,5726.548060 
32,30,1.54,5727.301439 
32,31,1.54,5725.256234 
32,33,1.60,5723.287039 
32,34,1.53,5727.364078 
32,35,1.53,5727.203478 
32,36,1.52,5727.234432 
32,37,1.52,5727.370998 
32,38,1.52,5726.411534 
32,39,1.52,5727.218773 
32,40,1.53,5727.577862 
32,41,1.52,5727.311636 
32,42,1.53,5726.531312 
32,43,1.52,5728.059024 
32,44,1.53,5726.275378 
32,45,1.54,5727.616468 
32,46,1.53,5727.284323 
32,47,1.54,5726.656558 
32,48,1.54,5726.491264 
32,49,1.53,5726.087173 
32,50,1.54,5727.173252 
32,51,1.54,5726.552793 
32,52,1.54,5727.135380 
32,53,1.54,5726.785450 
32,54,1.55,5726.355833 
32,55,1.54,5726.459226 
33,0,1.53,5726.380224 
33,1,1.47,5728.154100 
33,2,1.45,5728.296903 
33,3,1.45,5728.918469 
33,4,1.52,5727.579683 
33,5,1.44,5727.702060 
33,6,1.45,5727.868516 
33,7,1.45,5728.971305 
33,8,1.45,5728.173407 
33,9,1.44,5728.812436 
33,10,1.45,5728.770899 
33,11,1.45,5727.428175 
33,12,1.46,5727.952658 
33,13,1.45,5727.917690 
33,14,1.46,5728.619693 
33,15,1.45,5728.358106 
33,16,1.47,5728.038260 
33,17,1.45,5727.281774 
33,18,1.47,5727.915504 
33,19,1.46,5727.682392 
33,20,1.47,5728.291803 
33,21,1.46,5728.483067 
33,22,1.47,5726.528400 
33,23,1.46,5728.011669 
33,24,1.48,5727.263929 
33,25,1.47,5726.860821 
