8,0,2.04,3038.883001 
8,1,2.05,3039.218364 
8,2,2.04,3039.503140 
8,3,1.37,3044.915197 
8,4,1.36,3044.872535 
8,5,2.05,3039.419662 
8,6,1.36,3045.927058 
8,7,2.07,3038.610229 
8,9,2.13,3038.415641 
8,10,1.36,3045.898524 
8,11,1.38,3045.463278 
8,12,2.05,3038.447557 
8,13,2.06,3039.319891 
8,14,2.06,3039.340373 
8,15,1.36,3045.304073 
1,0,1.37,3045.233100 
1,2,1.36,3044.976429 
1,3,2.05,3039.047701 
1,4,2.05,3035.230729 
1,5,1.36,3045.387212 
1,6,2.05,3038.945752 
1,7,1.38,3044.964934 
1,8,2.05,3038.995515 
1,9,1.37,3045.438512 
1,10,2.04,3039.021718 
1,11,2.05,3038.559598 
1,12,1.37,3045.677568 
1,13,1.37,3045.689068 
1,14,1.37,3045.599058 
1,15,2.04,3039.237965 
7,0,1.37,3045.465047 
7,1,1.37,3045.758294 
7,2,1.37,3045.803192 
7,3,2.06,3039.112220 
7,4,2.06,3039.090420 
7,5,1.37,3045.418611 
7,6,2.04,3039.365701 
7,8,2.06,3039.153400 
7,9,1.38,3045.598616 
7,10,2.05,3039.193259 
7,11,2.05,3039.014891 
7,12,1.37,3045.741706 
7,13,1.38,3045.452885 
7,14,1.37,3045.884810 
7,15,2.05,3039.137765 
3,0,2.04,3039.220346 
3,1,2.05,3039.191718 
3,2,2.04,3039.382880 
3,4,1.37,3045.499986 
3,5,2.06,3038.852177 
3,6,1.37,3045.487161 
3,7,2.06,3039.133140 
3,8,1.37,3045.387212 
3,9,2.05,3038.883661 
3,10,1.36,3045.365984 
3,11,1.36,3045.945860 
3,12,2.04,3039.504902 
3,13,2.06,3039.340153 
3,14,2.05,3039.160227 
3,15,1.36,3045.533378 
6,0,2.05,3039.087777 
6,1,2.05,3039.022598 
6,2,2.05,3039.480894 
6,3,1.37,3045.635769 
6,4,1.37,3045.678232 
6,5,2.04,3039.278266 
6,7,2.05,3039.176523 
6,8,1.37,3045.472345 
6,9,2.06,3038.901496 
6,10,1.36,3045.495785 
6,11,1.37,3045.419495 
6,12,2.05,3039.237965 
6,13,2.04,3039.300510 
6,14,2.04,3038.820472 
6,15,1.37,3044.877840 
13,0,1.37,3045.498660 
13,1,1.36,3045.757851 
13,2,1.38,3044.657032 
13,3,2.07,3039.093723 
13,4,2.05,3039.043297 
13,5,1.38,3045.380578 
13,6,2.05,3039.461731 
13,7,1.38,3045.521658 
13,8,2.06,3039.029424 
13,9,1.44,3044.903923 
13,10,2.05,3039.077428 
13,11,2.06,3038.866928 
13,12,1.37,3045.674472 
13,14,1.37,3045.772891 
13,15,2.04,3038.868029 
5,0,1.36,3045.140463 
5,1,1.37,3045.411093 
5,2,1.36,3045.712291 
5,3,2.05,3039.170356 
5,4,2.06,3039.074125 
5,6,2.05,3038.910523 
5,7,1.38,3045.560800 
5,8,2.05,3038.915807 
5,9,1.38,3045.321762 
5,10,2.06,3038.611109 
5,11,2.06,3038.841388 
5,12,1.36,3045.672260 
5,13,1.37,3045.706319 
5,14,1.36,3045.758515 
5,15,2.05,3039.066638 
4,0,2.04,3039.123671 
4,1,2.06,3038.948835 
4,2,2.05,3039.417019 
4,3,1.37,3045.628913 
4,5,2.05,3038.916248 
4,6,1.37,3045.499765 
4,7,2.07,3038.820252 
4,8,1.37,3045.519889 
4,9,2.05,3038.933642 
4,10,1.37,3045.542445 
4,11,1.37,3045.559694 
4,12,2.05,3039.185992 
4,13,2.05,3038.857020 
4,14,2.05,3039.284213 
4,15,1.38,3045.640856 
11,0,2.05,3038.578309 
11,1,2.06,3038.840948 
11,2,2.05,3039.335087 
11,3,1.37,3044.890439 
11,4,1.37,3045.740158 
11,5,2.05,3038.960064 
11,6,1.37,3045.290807 
11,7,2.06,3038.602964 
11,8,1.37,3045.385664 
11,9,2.14,3038.335744 
11,10,1.36,3045.484949 
11,12,2.06,3037.210812 
11,13,2.05,3039.230917 
11,14,2.04,3039.211317 
11,15,1.37,3045.490920 
9,0,1.44,3044.579238 
9,1,1.40,3045.591981 
9,2,1.36,3045.987888 
9,3,2.05,3039.354249 
9,4,2.05,3038.494882 
9,5,1.37,3045.917325 
9,6,2.06,3039.356451 
9,7,1.38,3045.517898 
9,8,2.05,3039.230697 
9,10,2.05,3039.265713 
9,11,2.06,3038.901496 
9,12,1.37,3045.597731 
9,13,1.39,3044.839821 
9,14,1.38,3045.364658 
9,15,2.04,3039.006524 
15,0,2.03,3038.869350 
15,1,2.06,3039.171237 
15,2,2.05,3039.031626 
15,3,1.36,3045.972625 
15,4,1.37,3045.935684 
15,5,2.04,3039.112220 
15,6,1.37,3045.692386 
15,7,2.06,3039.106715 
15,8,1.36,3045.443377 
15,9,2.12,3038.641708 
15,10,1.35,3045.680664 
15,11,1.37,3045.726224 
15,12,2.05,3038.621015 
15,13,2.04,3039.426490 
15,14,2.05,3039.489704 
14,0,1.36,3045.186228 
14,1,1.37,3045.763602 
14,2,1.37,3045.699021 
14,3,2.05,3039.295224 
14,4,2.04,3039.309320 
14,5,1.36,3045.495343 
14,6,2.06,3039.264612 
14,7,1.37,3045.604808 
14,8,2.06,3039.151198 
14,9,1.44,3044.872756 
14,10,2.04,3039.132920 
14,11,2.04,3039.200967 
14,12,1.36,3045.991206 
14,13,1.37,3045.588664 
14,15,2.05,3039.317248 
src,dst,lat(us),bandwidth((Mbytes/sec)
0,1,1.36,3045.297219 
0,2,1.36,3045.630462 
0,3,2.06,3039.087117 
0,4,2.04,3035.256647 
0,5,1.37,3045.645058 
0,6,2.06,3038.100480 
0,7,1.38,3045.395614 
0,8,2.05,3039.107156 
0,9,1.36,3045.787931 
0,10,2.05,3038.851516 
0,11,2.06,3039.100109 
0,12,1.36,3045.517677 
0,13,1.36,3045.583356 
0,14,1.36,3045.316455 
0,15,2.04,3039.184671 
10,0,2.05,3038.908982 
10,1,2.05,3039.024360 
10,2,2.04,3039.457106 
10,3,1.36,3045.388317 
10,4,1.37,3045.888128 
10,5,2.05,3038.672968 
10,6,1.36,3045.320435 
10,7,2.05,3039.035590 
10,8,1.36,3045.589106 
10,9,2.12,3038.556516 
10,11,1.36,3045.605471 
10,12,2.06,3039.104513 
10,13,2.05,3039.250958 
10,14,2.05,3039.385744 
10,15,1.36,3045.500429 
2,0,1.36,3045.341883 
2,1,1.37,3042.659507 
2,3,2.05,3038.934303 
2,4,2.05,3038.891368 
2,5,1.37,3045.479642 
2,6,2.05,3039.143931 
2,7,1.38,3045.377261 
2,8,2.04,3038.901936 
2,9,1.36,3045.304295 
2,10,2.04,3039.197664 
2,11,2.04,3039.209776 
2,12,1.36,3045.990543 
2,13,1.37,3045.902284 
2,14,1.37,3045.537137 
2,15,2.04,3039.190396 
12,0,1.37,3044.095985 
12,1,1.38,3045.269581 
12,2,1.37,3045.675356 
12,3,2.05,3038.658659 
12,4,2.06,3039.391911 
12,5,1.35,3045.617635 
12,6,2.06,3038.958523 
12,7,1.38,3045.713396 
12,8,2.05,3039.236423 
12,9,1.43,3045.064413 
12,10,2.04,3039.095264 
12,11,2.05,3039.269237 
12,13,1.37,3045.417284 
12,14,1.36,3045.919316 
12,15,2.04,3038.990010 
